CustomerID,Age,Gender,AnnualIncome,TenureMonths,PurchaseFrequency,AvgOrderValue,Churn
CUST-10486,43.0,Female,74471.8,16,6,152.61,0
CUST-10487,40.0,Female,31380.05,37,3,113.11,1
CUST-10488,26.0,Male,66197.26,3,6,130.01,1
CUST-10489,29.0,,78920.8,52,5,36.91,0
CUST-10490,18.0,Male,61962.55,47,10,127.42,0
CUST-10491,18.0,Male,74637.65,13,13,106.5,0
CUST-10492,64.0,Male,91220.87,55,4,130.06,0
CUST-10493,51.0,Female,73426.77,21,7,84.25,0
CUST-10494,49.0,Female,59487.55,66,7,168.51,1
CUST-10495,65.0,Male,73811.59,54,2,48.36,0
CUST-10496,42.0,Male,57607.98,27,3,116.19,0
CUST-10497,57.0,Female,55430.25,38,3,116.26,0
CUST-10498,62.0,Male,48674.54,58,0,76.22,1
CUST-10499,18.0,Female,83141.44,62,3,76.81,0
CUST-10500,33.0,Female,40268.28,46,7,132.7,1
CUST-10501,56.0,Female,82582.62,11,7,53.84,0
CUST-10502,22.0,Other,63997.55,8,3,83.46,1
CUST-10503,39.0,Male,29812.49,71,4,27.66,1
CUST-10504,46.0,,61617.69,64,11,85.1,0
CUST-10505,20.0,Female,17199.52,21,5,42.75,0
CUST-10506,29.0,Female,66259.14,63,10,250.12,0
CUST-10507,43.0,Male,70934.17,64,2,165.56,0
CUST-10508,33.0,Female,44337.59,20,9,70.1,1
CUST-10509,68.0,Male,57223.86,8,7,43.12,0
CUST-10510,54.0,Male,90174.83,58,6,114.89,0
CUST-10511,39.0,Male,45896.56,46,10,85.57,1
CUST-10512,46.0,Female,35939.66,31,4,69.42,0
CUST-10513,31.0,Female,81669.94,9,13,93.68,1
CUST-10514,45.0,Female,90326.57,15,5,88.31,0
CUST-10515,22.0,Female,55066.52,26,4,147.19,1
CUST-10516,64.0,Male,73206.33,10,5,62.29,1
CUST-10517,,Female,79146.57,29,10,35.82,0
CUST-10518,47.0,Male,41635.28,36,7,135.9,1
CUST-10519,63.0,Female,46264.49,37,3,106.37,1
CUST-10520,69.0,Female,77155.74,71,7,56.11,0
CUST-10521,22.0,Female,85330.26,23,10,56.46,1
CUST-10522,29.0,Female,,41,6,55.24,1
CUST-10523,33.0,Male,39163.34,28,9,83.49,1
CUST-10524,43.0,Male,90767.1,48,8,211.78,0
CUST-10525,43.0,Female,45442.52,38,8,165.49,0
CUST-10526,65.0,Male,,31,9,73.78,0
CUST-10527,,Male,61162.08,14,6,181.04,0
CUST-10528,56.0,Female,82974.89,29,7,56.73,0
CUST-10529,53.0,Female,70371.57,51,4,80.01,1
CUST-10530,50.0,Male,62467.58,49,10,85.62,0
CUST-10531,47.0,Male,63339.19,43,3,235.3,0
CUST-10532,54.0,Female,55783.26,5,3,46.23,0
CUST-10533,40.0,Female,65046.51,42,8,125.52,0
CUST-10534,27.0,Male,15000.0,7,8,74.19,1
CUST-10535,22.0,Male,49661.07,42,8,950.0,0
CUST-10536,53.0,Male,59343.79,36,5,58.14,1
CUST-10537,51.0,Male,34281.75,27,4,87.68,1
CUST-10538,69.0,Male,61953.82,58,4,160.11,0
CUST-10539,48.0,Female,51319.52,46,7,27.02,1
CUST-10540,27.0,Female,86598.56,66,6,90.97,0
CUST-10541,,Female,83314.36,25,6,33.98,0
CUST-10542,49.0,Male,46615.5,27,6,149.26,0
CUST-10543,18.0,Female,52284.92,1,5,30.96,1
CUST-10544,22.0,Male,,42,4,53.59,0
CUST-10545,62.0,Other,46870.13,52,4,159.16,0
CUST-10546,21.0,Female,58510.45,25,7,76.28,0
CUST-10547,33.0,Male,41350.92,54,7,79.57,0
CUST-10548,41.0,Female,34648.92,67,6,83.2,1
CUST-10549,33.0,Male,66208.8,6,5,84.11,0
CUST-10550,19.0,Female,66331.53,58,5,70.75,0
CUST-10551,66.0,Male,40522.32,70,8,185.86,0
CUST-10552,45.0,Male,71116.4,53,5,175.37,0
CUST-10553,49.0,Female,43631.6,66,1,80.1,1
CUST-10554,44.0,Male,59556.97,58,2,44.44,0
CUST-10555,37.0,Female,,2,7,118.72,1
CUST-10556,41.0,Male,54394.97,22,11,89.44,0
CUST-10557,29.0,Female,63185.34,37,9,75.69,1
CUST-10558,67.0,Female,45704.27,20,9,74.47,1
CUST-10559,52.0,Female,51463.6,24,6,85.29,1
CUST-10560,50.0,Male,51294.53,65,2,49.08,0
CUST-10561,50.0,Male,41561.59,65,6,65.97,1
CUST-10562,68.0,Male,51818.07,1,10,35.59,1
CUST-10563,60.0,Male,27124.87,3,6,122.52,1
CUST-10564,54.0,Female,46159.23,46,8,232.53,1
CUST-10565,29.0,Female,49872.24,55,8,243.25,0
CUST-10566,20.0,Female,50388.76,64,8,105.67,0
CUST-10567,18.0,Female,50653.05,45,8,62.16,0
CUST-10568,50.0,Female,53888.24,26,3,104.01,1
CUST-10569,57.0,Female,63629.95,65,1,191.84,0
CUST-10570,27.0,Male,70741.31,24,7,135.55,0
CUST-10571,60.0,Female,43304.23,35,6,76.26,0
CUST-10572,61.0,Female,33342.38,24,6,78.19,1
CUST-10573,46.0,Female,36243.2,28,4,34.9,0
CUST-10574,30.0,Male,46230.35,16,12,111.93,0
CUST-10575,29.0,Male,,59,6,149.52,1
CUST-10576,48.0,Male,41140.07,54,6,84.26,0
CUST-10577,63.0,Female,31669.9,16,7,59.96,1
CUST-10578,19.0,Female,46789.83,15,6,161.83,0
CUST-10579,68.0,Male,58265.68,11,5,158.39,0
CUST-10580,67.0,Other,,65,3,61.09,1
CUST-10581,,Male,44966.39,68,8,62.01,0
CUST-10582,40.0,Male,,43,8,145.79,0
CUST-10583,34.0,Male,38319.43,69,5,84.98,0
CUST-10584,43.0,Female,54434.09,13,4,89.94,1
CUST-10585,25.0,Female,39728.28,10,6,108.47,0
CUST-10586,,Male,65316.3,41,6,102.42,0
CUST-10587,43.0,Female,22854.4,50,12,51.93,1
CUST-10588,27.0,Male,48526.67,71,5,54.34,1
CUST-10589,43.0,Female,60419.93,59,0,135.34,0
CUST-10590,51.0,Female,58309.02,39,6,70.05,0
CUST-10591,68.0,Female,103474.61,3,4,150.01,1
CUST-10592,58.0,Male,61296.4,7,4,149.28,0
CUST-10593,24.0,Other,36927.02,49,2,74.21,0
CUST-10594,21.0,Female,53281.64,26,11,90.41,0
CUST-10595,67.0,Male,,33,3,116.33,1
CUST-10596,62.0,Female,53549.2,48,4,90.86,0
CUST-10597,28.0,Male,40004.99,2,9,97.87,0
CUST-10598,46.0,Female,71477.02,71,2,137.72,0
CUST-10599,53.0,Male,45108.28,32,7,106.13,1
CUST-10600,42.0,Female,52898.21,4,10,53.96,0
CUST-10601,38.0,Female,43559.96,20,6,194.81,0
CUST-10602,53.0,Male,86299.32,36,6,64.65,0
CUST-10603,27.0,Male,49217.63,32,6,75.5,1
CUST-10604,54.0,Male,87986.03,28,7,117.83,0
CUST-10605,26.0,Male,69654.73,1,3,99.08,1
CUST-10606,41.0,Male,63677.2,60,4,31.31,0
CUST-10607,52.0,Female,61637.2,56,8,115.5,1
CUST-10608,66.0,Male,62088.35,35,4,63.77,1
CUST-10609,52.0,Male,20301.89,30,7,74.4,1
CUST-10610,65.0,Female,49980.1,54,6,56.97,1
CUST-10611,53.0,Male,70212.84,36,4,101.16,0
CUST-10612,35.0,Female,54119.85,55,3,62.72,0
CUST-10613,66.0,Female,29706.58,58,8,199.31,0
CUST-10614,56.0,Female,54056.72,65,8,140.67,0
CUST-10615,49.0,Female,85673.9,69,4,147.12,0
CUST-10616,41.0,Female,77444.05,51,3,75.38,0
CUST-10617,40.0,Male,53883.93,22,6,216.19,0
CUST-10618,49.0,Male,72126.09,53,9,89.92,0
CUST-10619,54.0,Male,48402.87,36,8,99.38,0
CUST-10620,29.0,Female,24330.31,68,9,86.49,0
CUST-10621,66.0,Male,38359.61,36,5,104.15,0
CUST-10622,30.0,Female,83132.0,52,5,193.43,0
CUST-10623,40.0,,50068.12,53,6,106.95,1
CUST-10624,42.0,Female,50619.09,50,4,47.29,1
CUST-10625,52.0,Female,49602.91,41,4,140.87,0
CUST-10626,58.0,Male,89274.46,18,4,108.51,1
CUST-10627,47.0,Female,84267.26,22,3,66.32,0
CUST-10628,34.0,Female,94938.04,66,1,115.93,0
CUST-10629,,Male,52137.19,21,4,89.89,0
CUST-10630,37.0,Male,60321.24,44,5,82.25,0
CUST-10631,65.0,Female,27700.43,47,8,92.03,1
CUST-10632,42.0,Female,81584.82,39,8,117.42,0
CUST-10633,39.0,Female,33979.97,29,7,95.04,0
CUST-10634,30.0,Female,58901.96,54,4,102.31,0
CUST-10635,36.0,Female,35248.55,17,3,112.59,0
CUST-10636,66.0,Female,44400.4,60,7,89.14,1
CUST-10637,53.0,Male,39929.28,31,3,67.98,1
CUST-10638,29.0,Male,44058.25,49,8,46.27,1
CUST-10639,58.0,Male,45295.79,2,3,152.4,1
CUST-10640,36.0,Female,45131.16,48,7,115.1,0
CUST-10641,29.0,Female,70000.01,14,8,149.55,0
CUST-10642,26.0,Female,35112.47,59,7,101.31,0
CUST-10643,24.0,Male,58969.75,58,7,167.81,0
CUST-10644,45.0,Female,76923.26,58,5,121.07,0
CUST-10645,31.0,Female,45762.47,51,7,72.91,0
CUST-10646,48.0,Female,42077.46,2,5,65.58,0
CUST-10647,69.0,Female,50850.56,41,4,71.0,1
CUST-10648,36.0,Male,76235.05,16,4,107.11,0
CUST-10649,64.0,Female,,4,5,103.69,0
CUST-10650,33.0,Male,45438.14,12,5,81.35,1
CUST-10651,22.0,Male,63709.78,29,7,58.72,0
CUST-10652,52.0,Female,35158.74,7,7,101.8,1
CUST-10653,29.0,Female,67264.47,14,11,105.85,0
CUST-10654,42.0,Other,62354.93,12,7,143.41,0
CUST-10655,69.0,Female,,5,6,35.1,0
CUST-10656,38.0,Female,39905.46,32,8,100.34,0
CUST-10657,53.0,Female,39039.74,43,8,55.87,0
CUST-10658,40.0,Female,64626.71,69,6,60.64,0
CUST-10659,33.0,Male,77121.65,45,3,64.11,0
CUST-10660,56.0,Male,43528.46,9,4,39.97,1
CUST-10661,62.0,Male,63250.96,49,5,106.12,0
CUST-10662,59.0,Male,17433.51,33,5,97.93,1
CUST-10663,56.0,Male,44476.88,18,2,74.47,1
CUST-10664,31.0,Male,54440.94,9,10,97.37,0
CUST-10665,48.0,Male,38625.7,62,5,102.68,1
CUST-10666,22.0,Other,38142.89,57,10,82.24,0
CUST-10667,52.0,Male,42979.97,29,5,48.42,0
CUST-10668,40.0,Female,60259.47,25,1,85.85,1
CUST-10669,46.0,Male,51628.08,15,8,39.6,1
CUST-10670,60.0,Female,15000.0,6,5,97.66,1
CUST-10671,28.0,Male,,42,11,112.82,0
CUST-10672,35.0,Male,44076.43,29,6,62.02,0
CUST-10673,64.0,Female,63238.36,4,8,72.86,0
CUST-10674,29.0,Male,15000.0,57,3,150.63,0
CUST-10675,26.0,Male,46004.86,49,4,124.21,1
CUST-10676,27.0,Male,45527.54,44,3,105.47,0
CUST-10677,61.0,Male,79990.08,14,3,82.86,1
CUST-10678,,Male,48069.61,3,6,43.2,0
CUST-10679,55.0,Male,61893.8,62,9,38.55,0
CUST-10680,24.0,Female,57542.63,64,5,50.81,0
CUST-10681,63.0,Female,16649.8,45,4,51.88,0
CUST-10682,30.0,Female,68827.73,58,4,170.09,0
CUST-10683,57.0,Male,58877.14,20,6,144.42,1
CUST-10684,59.0,Female,64148.84,58,4,35.24,0
CUST-10685,26.0,Male,125672.28,57,6,49.78,0
CUST-10686,67.0,Male,17485.97,68,9,97.74,1
CUST-10687,44.0,Female,86044.54,52,3,98.44,0
CUST-10688,19.0,Male,49825.94,37,5,87.4,0
CUST-10689,22.0,Male,60171.92,8,11,105.29,0
CUST-10690,46.0,Female,54180.78,44,8,144.83,0
CUST-10691,54.0,Female,47363.75,5,10,96.05,1
CUST-10692,55.0,Female,44743.01,69,3,105.31,0
CUST-10693,36.0,Female,60931.16,31,3,116.83,1
CUST-10694,25.0,,27690.87,45,7,153.82,1
CUST-10695,65.0,Male,68510.43,9,4,117.36,1
CUST-10696,62.0,Male,47508.5,32,3,65.26,0
CUST-10697,18.0,Male,34658.75,33,4,112.43,0
CUST-10698,39.0,Male,46899.77,67,6,65.08,0
CUST-10699,69.0,Male,,30,4,128.99,1
CUST-10700,34.0,Female,45363.97,29,9,132.37,0
CUST-10701,24.0,Female,61452.17,3,5,50.21,1
CUST-10702,42.0,Female,41842.79,57,6,61.05,0
CUST-10703,62.0,Male,68642.59,30,5,176.78,1
CUST-10704,21.0,Female,67339.14,9,4,81.79,0
CUST-10705,53.0,Other,88274.96,26,5,110.97,0
CUST-10706,23.0,Female,51839.85,2,5,167.22,1
CUST-10707,48.0,Male,67035.79,62,6,81.83,0
CUST-10708,36.0,Female,56765.22,3,4,95.9,1
CUST-10709,61.0,Male,78325.69,46,7,31.22,0
CUST-10710,56.0,Male,42061.02,68,5,93.09,1
CUST-10711,44.0,Male,68410.1,25,5,70.25,1
CUST-10712,27.0,Female,51495.45,51,6,70.83,0
CUST-10713,43.0,Female,53844.61,13,9,119.1,0
CUST-10714,36.0,Male,56651.54,44,3,159.06,0
CUST-10715,56.0,Male,59540.33,35,6,71.11,0
CUST-10716,20.0,Male,52907.88,55,7,116.68,0
CUST-10717,62.0,Male,58864.84,9,5,35.73,0
CUST-10718,,Male,83406.13,2,10,39.78,0
CUST-10719,67.0,Male,72738.09,61,8,133.44,0
CUST-10720,45.0,Female,70644.78,41,4,54.05,0
CUST-10721,37.0,Male,46800.29,44,6,76.25,0
CUST-10722,45.0,Male,38993.67,64,10,61.3,1
CUST-10723,,Male,72195.41,31,7,65.8,0
CUST-10724,58.0,Female,70768.84,47,2,119.28,1
CUST-10725,56.0,Female,81508.07,2,5,96.99,0
CUST-10726,18.0,Female,44128.35,69,5,216.61,0
CUST-10727,20.0,Male,50868.12,58,3,118.98,0
CUST-10728,30.0,Female,25489.29,44,5,83.02,1
CUST-10729,45.0,Male,47935.52,56,4,96.67,0
CUST-10730,66.0,Female,72938.27,43,8,88.88,0
CUST-10731,42.0,Female,46603.08,34,9,161.31,0
CUST-10732,50.0,Female,66528.64,30,8,65.09,0
CUST-10733,55.0,Female,51570.94,71,5,81.82,0
CUST-10734,23.0,Female,60833.03,70,7,142.04,0
CUST-10735,61.0,Male,34341.55,55,7,53.79,1
CUST-10736,62.0,Female,,67,7,41.87,0
CUST-10737,49.0,Male,15000.0,13,9,980.0,0
CUST-10738,62.0,Female,51635.87,3,6,90.3,1
CUST-10739,64.0,Male,25651.48,26,5,76.78,1
CUST-10740,38.0,Male,76707.9,57,9,42.17,0
CUST-10741,33.0,Male,68993.33,24,6,96.42,0
CUST-10742,38.0,Male,63400.08,53,5,53.18,1
CUST-10743,28.0,Female,82378.11,70,10,65.35,0
CUST-10744,54.0,Female,37919.5,43,7,48.65,0
CUST-10745,53.0,Male,86452.54,60,4,49.2,1
CUST-10746,52.0,Male,71779.45,58,8,89.43,0
CUST-10747,36.0,Female,50742.0,49,9,115.98,0
CUST-10748,37.0,Male,75441.16,42,4,82.53,0
CUST-10749,35.0,Female,35086.72,66,6,48.58,0
CUST-10750,64.0,Female,40158.75,11,4,55.22,0
CUST-10751,58.0,Female,44045.38,18,8,46.11,0
CUST-10752,66.0,Female,45478.4,52,5,63.33,0
CUST-10753,31.0,Male,35981.96,46,2,62.14,0
CUST-10754,32.0,Female,77015.5,44,8,56.12,0
CUST-10755,48.0,Male,50340.62,22,7,223.49,1
CUST-10756,18.0,Male,61345.09,53,9,97.02,0
CUST-10757,20.0,Female,44733.68,59,6,173.36,0
CUST-10758,33.0,Male,22229.14,30,3,70.92,1
CUST-10759,40.0,Female,59861.03,8,9,64.48,0
CUST-10760,28.0,Female,20579.41,57,6,86.61,0
CUST-10761,29.0,Female,53764.59,20,6,96.04,0
CUST-10762,27.0,Female,30370.33,25,5,65.3,1
CUST-10763,49.0,Male,90770.97,19,6,119.11,0
CUST-10764,,Male,71404.53,5,6,114.74,0
CUST-10765,25.0,Female,56903.57,27,8,127.48,0
CUST-10766,55.0,Male,77746.72,40,7,95.72,0
CUST-10767,29.0,Female,39766.31,26,4,66.19,0
CUST-10768,41.0,Female,64782.63,27,6,55.38,0
CUST-10769,45.0,Female,58596.59,62,3,78.26,1
CUST-10770,25.0,Male,59752.36,50,7,132.24,0
CUST-10771,45.0,Male,77902.36,42,6,49.73,0
CUST-10772,53.0,Male,68184.86,29,4,85.29,0
CUST-10773,43.0,Male,60197.03,39,7,172.3,0
CUST-10774,25.0,Female,25212.03,60,2,41.09,1
CUST-10775,67.0,Male,37719.17,41,6,46.89,0
CUST-10776,,Male,52791.24,33,5,134.16,0
CUST-10777,45.0,Male,56680.7,16,6,113.21,1
CUST-10778,54.0,Female,34656.33,23,13,166.69,0
CUST-10779,58.0,Female,,7,5,130.71,1
CUST-10780,53.0,Male,82295.09,26,8,252.5,1
CUST-10781,44.0,Male,65838.13,12,10,64.16,0
CUST-10782,34.0,Male,56296.66,5,3,85.69,1
CUST-10783,26.0,Male,51180.24,69,2,139.53,1
CUST-10784,50.0,Female,37865.47,49,6,101.59,0
CUST-10785,37.0,Female,56394.65,26,11,163.06,0
CUST-10786,30.0,Male,59639.55,5,9,60.84,0
CUST-10787,45.0,Male,32648.31,22,9,168.85,1
CUST-10788,65.0,,61015.18,13,6,65.69,0
CUST-10789,46.0,Male,52205.34,28,5,116.94,0
CUST-10790,30.0,Female,20659.46,33,10,99.13,0
CUST-10791,63.0,Male,39513.07,23,5,99.24,0
CUST-10792,52.0,Female,47555.1,18,14,111.87,1
CUST-10793,23.0,Male,88978.38,30,11,25.11,0
CUST-10794,35.0,Female,65017.96,26,4,87.92,0
CUST-10795,68.0,Other,30961.33,16,2,65.59,1
CUST-10796,,Male,63748.65,39,9,90.57,0
CUST-10797,64.0,Male,27148.53,33,5,99.06,0
CUST-10798,42.0,Male,74488.44,26,9,130.28,0
CUST-10799,19.0,Male,46519.76,48,6,44.92,0
CUST-10800,27.0,Male,53314.55,65,3,110.33,1
CUST-10801,47.0,Male,78864.34,38,5,45.02,0
CUST-10802,67.0,Female,,2,10,127.74,0
CUST-10803,62.0,Male,29851.87,6,8,55.47,1
CUST-10804,22.0,Male,,46,3,87.15,0
CUST-10805,50.0,Female,73690.82,50,2,68.09,0
CUST-10806,18.0,Male,27651.77,38,4,40.7,0
CUST-10807,35.0,Other,15000.0,18,3,125.86,0
CUST-10808,49.0,Male,46879.14,27,8,96.91,1
CUST-10809,64.0,Female,64931.33,41,6,104.91,1
CUST-10810,66.0,Female,76604.71,17,6,63.82,1
CUST-10811,28.0,Female,46663.1,62,4,1050.0,0
CUST-10812,38.0,,47594.32,29,5,95.43,1
CUST-10813,43.0,Male,75770.21,58,8,41.26,0
CUST-10814,42.0,Other,,70,5,40.76,0
CUST-10815,39.0,Male,48006.63,22,6,114.42,1
CUST-10816,44.0,Male,58427.63,6,9,26.04,0
CUST-10817,66.0,Male,63085.94,26,4,105.64,0
CUST-10818,30.0,Female,45823.48,39,4,30.46,1
CUST-10819,50.0,Male,55619.94,12,6,117.7,0
CUST-10820,51.0,Female,15000.0,14,8,104.2,0
CUST-10821,58.0,Female,43151.53,22,5,45.08,0
CUST-10822,52.0,Female,63163.16,51,4,95.55,0
CUST-10823,18.0,Female,37318.71,23,6,115.58,0
CUST-10824,38.0,Male,56061.72,48,8,66.48,0
CUST-10825,65.0,Male,63043.71,71,5,74.43,0
CUST-10826,23.0,Male,48834.11,50,6,70.89,0
CUST-10827,45.0,Male,58068.35,13,6,63.84,1
CUST-10828,34.0,Male,37670.81,10,2,117.45,1
CUST-10829,22.0,Male,51281.0,55,12,117.36,0
CUST-10830,48.0,Male,65983.89,9,8,46.24,0
CUST-10831,22.0,Other,57825.51,52,7,151.54,0
CUST-10832,55.0,Female,44442.44,2,6,84.73,0
CUST-10833,20.0,Male,59035.9,25,7,107.25,0
CUST-10834,40.0,Female,67862.98,13,7,219.89,0
CUST-10835,54.0,Male,18101.06,51,10,82.22,0
CUST-10836,54.0,Male,75863.33,58,3,87.97,0
CUST-10837,27.0,Female,48947.41,34,7,74.79,0
CUST-10838,27.0,Female,62658.82,35,9,1250.0,1
CUST-10839,36.0,Male,76550.44,3,3,70.06,1
CUST-10840,34.0,,30309.87,59,17,71.65,0
CUST-10841,38.0,Female,42230.06,70,5,22.56,0
CUST-10842,31.0,Female,49806.12,48,5,59.63,0
CUST-10843,26.0,Female,40892.44,64,6,50.99,0
CUST-10844,63.0,Female,86228.86,19,3,69.53,0
CUST-10845,18.0,Male,,67,5,51.52,0
CUST-10846,68.0,Male,45000.16,5,6,133.71,1
CUST-10847,62.0,Male,58679.0,67,4,76.63,0
CUST-10848,30.0,Male,33361.31,11,2,57.7,1
CUST-10849,21.0,Female,47877.75,68,9,138.6,0
CUST-10850,18.0,Male,60714.16,69,5,110.37,0
CUST-10851,66.0,Other,49008.51,1,4,68.35,0
CUST-10852,57.0,Female,53319.04,63,11,49.02,0
CUST-10853,49.0,Female,45472.02,29,9,165.83,0
CUST-10854,,Female,27739.53,12,7,77.15,0
CUST-10855,45.0,Female,60788.68,41,3,113.16,0
CUST-10856,,Male,86588.8,2,5,127.93,0
CUST-10857,25.0,Female,55331.23,37,6,234.41,0
CUST-10858,56.0,Male,59054.75,45,6,74.99,0
CUST-10859,,Female,67469.01,48,2,70.52,0
CUST-10860,51.0,Male,32152.05,24,7,73.11,0
CUST-10861,20.0,Female,85645.26,22,6,97.94,0
CUST-10862,67.0,Female,58641.92,11,7,125.1,0
CUST-10863,29.0,Male,84373.42,58,7,52.58,1
CUST-10864,18.0,Male,41805.41,46,9,111.61,0
CUST-10865,61.0,,,29,7,73.46,0
CUST-10866,22.0,Female,68952.8,35,3,94.13,0
CUST-10867,47.0,Female,64954.72,15,8,167.2,0
CUST-10868,47.0,Female,59212.44,60,2,125.24,0
CUST-10869,34.0,Male,50526.48,42,6,161.46,0
CUST-10870,65.0,Male,76609.57,43,4,74.49,0
CUST-10871,64.0,Male,57526.48,49,5,173.38,0
CUST-10872,40.0,Female,19592.75,64,11,137.42,0
CUST-10873,32.0,Male,34890.64,32,5,890.0,0
CUST-10874,54.0,Female,51654.78,64,6,165.82,0
CUST-10875,38.0,Female,60579.98,2,6,110.64,1
CUST-10876,31.0,Female,53981.41,24,8,77.97,0
CUST-10877,19.0,Female,76941.47,66,12,75.49,0
CUST-10878,28.0,,19880.17,38,6,103.77,1
CUST-10879,68.0,Male,57584.58,31,5,116.71,0
CUST-10880,56.0,Female,22276.37,26,5,129.15,1
CUST-10881,55.0,Female,68674.82,29,6,55.91,0
CUST-10882,51.0,Female,53299.74,67,9,102.67,0
CUST-10883,55.0,Other,62552.98,25,4,76.59,1
CUST-10884,67.0,Male,39450.11,48,5,78.63,1
CUST-10885,51.0,Male,78030.37,65,11,55.97,0
CUST-10886,35.0,Female,73751.04,53,6,55.77,0
CUST-10887,47.0,Male,65503.8,67,7,43.28,0
CUST-10888,32.0,Female,52668.69,18,4,96.46,0
CUST-10889,44.0,Female,65437.43,9,7,156.75,1
CUST-10890,68.0,Male,42275.93,38,9,35.05,0
CUST-10891,51.0,Female,70400.0,21,7,134.32,0
CUST-10892,69.0,Male,84690.66,65,3,123.7,0
CUST-10893,,Female,74270.99,21,5,89.86,0
CUST-10894,50.0,Female,41867.16,27,7,131.13,0
CUST-10895,41.0,Female,61505.51,70,9,134.86,0
CUST-10896,32.0,Male,31723.45,44,6,115.13,0
CUST-10897,47.0,Male,65303.03,28,7,126.22,0
CUST-10898,59.0,Female,63110.86,45,7,102.52,0
CUST-10899,68.0,Female,21343.31,17,4,169.31,1
CUST-10900,34.0,Female,34087.89,40,3,88.61,0
CUST-10901,22.0,Male,49903.5,3,7,121.99,1
CUST-10902,46.0,Male,49584.52,66,3,106.77,0
CUST-10903,21.0,Male,33229.42,46,4,67.97,0
CUST-10904,27.0,Female,62001.62,30,7,71.33,0
CUST-10905,34.0,Male,59526.52,69,7,79.66,0
CUST-10906,27.0,Male,51503.16,9,8,166.66,1
CUST-10907,34.0,Other,41395.75,11,4,83.92,0
CUST-10908,37.0,Male,73876.73,69,8,156.34,0
CUST-10909,41.0,,84797.33,66,5,102.91,0
CUST-10910,22.0,Female,46295.89,31,5,105.2,0
CUST-10911,51.0,Female,43981.0,33,5,90.2,0
CUST-10912,23.0,Male,,39,6,186.83,0
CUST-10913,19.0,Male,48555.47,46,2,86.1,0
CUST-10914,30.0,Female,52490.85,37,3,192.47,0
CUST-10915,60.0,Female,68313.76,60,3,31.25,0
CUST-10916,60.0,Female,20631.59,31,5,62.05,1
CUST-10917,65.0,Male,78729.44,11,6,124.84,0
CUST-10918,28.0,Female,56308.25,2,5,146.79,0
CUST-10919,68.0,Female,47593.12,27,2,124.82,0
CUST-10920,64.0,Female,53393.79,2,10,58.83,0
CUST-10921,40.0,Female,54323.73,21,7,85.08,1
CUST-10922,33.0,Female,23838.38,58,7,59.8,0
CUST-10923,48.0,Female,81908.89,5,4,168.1,0
CUST-10924,28.0,Male,55743.86,52,1,58.34,0
CUST-10925,33.0,Female,62974.04,45,4,130.52,1
CUST-10926,25.0,Male,72127.9,20,7,40.47,0
CUST-10927,21.0,Male,36619.08,61,5,95.33,1
CUST-10928,57.0,Male,63522.49,38,6,152.71,0
CUST-10929,21.0,Male,50182.46,20,6,59.82,0
CUST-10930,42.0,Male,70241.87,25,6,88.56,1
CUST-10931,20.0,Male,16709.91,2,6,76.51,0
CUST-10932,49.0,Female,53216.3,32,5,84.6,0
CUST-10933,20.0,Female,44149.23,26,10,66.51,0
CUST-10934,44.0,Male,62780.73,70,7,99.3,0
CUST-10935,46.0,Other,63460.8,41,8,158.96,0
CUST-10936,49.0,Female,42262.73,67,7,99.5,0
CUST-10937,67.0,Male,42180.87,1,7,124.75,0
CUST-10938,68.0,Male,53008.02,51,6,96.68,0
CUST-10939,36.0,Female,38860.44,5,4,98.43,1
CUST-10940,38.0,Female,70155.71,13,7,182.56,1
CUST-10941,22.0,Female,48354.27,19,8,130.69,0
CUST-10942,35.0,Male,15000.0,12,7,314.52,0
CUST-10943,45.0,Male,48253.2,48,9,99.24,0
CUST-10944,59.0,Male,36306.21,25,6,85.54,1
CUST-10945,39.0,Male,25637.04,57,4,63.56,0
CUST-10946,38.0,Male,32726.32,35,9,87.76,1
CUST-10947,23.0,Male,56969.35,5,2,118.68,0
CUST-10948,18.0,Female,78915.53,22,3,81.13,0
CUST-10949,22.0,Female,60637.32,57,6,114.22,0
CUST-10950,58.0,Male,44082.94,47,8,46.35,0
CUST-10951,29.0,Female,63206.28,54,5,149.21,0
CUST-10952,43.0,Male,46736.37,3,4,60.69,0
CUST-10953,63.0,Male,42497.19,53,4,85.53,1
CUST-10954,51.0,Male,34221.47,31,7,68.12,0
CUST-10955,66.0,Female,23467.08,69,7,124.39,0
CUST-10956,31.0,Other,47981.37,33,9,95.24,0
CUST-10957,43.0,Female,57844.96,50,9,136.99,0
CUST-10958,,Male,53260.77,16,5,117.53,0
CUST-10959,44.0,Female,47512.6,39,5,109.62,0
CUST-10960,26.0,Male,37976.57,46,8,67.85,1
CUST-10961,43.0,Female,65948.43,47,4,139.09,0
CUST-10962,64.0,Female,31291.63,44,6,81.96,1
CUST-10963,,Male,68968.5,9,4,94.43,0
CUST-10964,64.0,Female,36960.09,50,6,144.37,0
CUST-10965,47.0,Female,41456.17,60,7,64.6,0
CUST-10966,60.0,Male,28597.87,15,7,97.71,0
CUST-10967,65.0,Female,45974.76,36,5,105.31,0
CUST-10968,34.0,Male,72555.62,63,7,164.15,0
CUST-10969,43.0,Female,64281.31,69,7,78.99,0
CUST-10970,53.0,Female,72611.6,41,3,53.86,0
CUST-10971,18.0,Female,64398.57,24,5,175.77,1
