Age,Gender,AnnualIncome,TenureMonths,PurchaseFrequency,AvgOrderValue,CSAT_Rating,Churn
66,Male,32785.82,67,9,74.65,4,1
37,Female,41737.57,11,12,208.97,1,0
65,Female,48398.83,12,4,74.43,4,0
42,Female,60491.12,10,7,79.91,1,0
39,Male,40582.58,25,2,53.79,4,0
30,Male,60047.06,49,5,125.66,1,0
36,Male,61516.72,49,5,137.21,3,0
66,Female,57580.19,11,3,113.92,4,0
53,Female,34684.79,62,6,79.19,3,0
29,Male,63420.88,36,11,96.37,4,0
58,Male,92462.85,39,4,62.87,5,0
36,Female,59426.14,53,7,157.63,1,0
29,Female,1844.65,56,9,124.81,4,0
26,Female,77335.83,1,6,66.18,1,0
24,Female,42350.54,56,8,82.65,2,0
45,Male,95782.83,4,10,70.32,2,0
31,Male,57094.54,30,9,77.31,5,0
48,Female,24675.39,12,5,47.29,2,1
69,Female,17835.45,35,4,102.46,5,0
36,Male,82715.33,52,6,81.94,5,0
64,Female,74906.29,31,6,114.6,3,0
33,Female,95068.34,68,8,44.05,4,0
22,Female,55196.64,52,9,110.9,4,0
52,Female,53982.46,7,10,163.4,3,1
29,Male,48111.06,22,3,117.15,2,1
42,Female,43150.78,56,8,190.09,3,0
69,Female,47936.27,58,2,69.48,4,0
38,Female,58914.34,64,4,28.54,4,1
53,Female,39809.79,12,3,82.81,3,1
40,Female,24952.79,7,3,144.06,2,1
33,Male,57877.78,55,8,69.13,5,0
56,Female,39408.48,62,6,100.83,1,0
62,Female,-3309.88,55,6,121.67,4,0
59,Female,64946.21,36,7,161.19,1,0
56,Female,35054.94,24,7,121.86,5,0
31,Female,66912.21,44,4,120.8,5,0
48,Male,66481.27,17,3,116.11,3,1
22,Female,60104.62,2,9,147.83,1,0
52,Male,99942.72,13,2,60.27,4,0
40,Male,52515.07,31,5,51.45,3,0
46,Female,49858.49,28,5,81.34,3,0
60,Female,67306.1,60,7,146.35,4,0
28,Male,54001.95,27,4,109.53,2,1
35,Male,75888.88,15,8,186.33,3,0
64,Female,32161.49,33,7,80.94,4,0
29,Male,32460.86,20,5,72.39,4,0
26,Male,68784.57,42,8,45.05,3,0
27,Male,34033.4,12,8,127.97,4,0
61,Male,65963.77,23,1,173.0,4,1
34,Male,61660.05,14,8,129.32,4,1
55,Male,42499.21,25,9,91.65,3,0
24,Male,61609.06,31,7,60.37,1,0
63,Female,32777.34,54,1,128.35,4,0
30,Female,37001.8,5,8,60.94,4,0
57,Female,50730.62,13,8,113.35,4,0
59,Male,56420.7,28,7,93.19,1,0
26,Male,49534.51,43,4,30.51,4,0
67,Female,62796.09,47,8,85.41,4,0
44,Male,61992.4,71,5,93.12,3,0
19,Female,82528.6,38,5,66.52,2,0
22,Female,53284.86,67,5,82.16,4,0
46,Female,76502.14,62,8,88.7,4,0
54,Male,71573.06,39,11,127.12,1,0
55,Male,96291.59,37,7,100.42,4,0
36,Female,52709.36,8,6,64.25,4,0
25,Male,47433.54,52,3,154.36,4,0
65,Female,77638.5,33,9,73.14,4,0
62,Female,61937.79,42,6,73.11,4,0
18,Unknown,78069.87,27,5,186.52,2,0
39,Male,67902.38,8,5,98.46,3,0
69,Female,17078.28,23,6,19.73,4,0
34,Female,61773.79,64,5,137.62,1,0
24,Male,60601.89,20,6,91.75,4,0
42,Male,57395.92,16,6,63.8,4,1
62,Female,52619.63,17,5,89.11,3,0
21,Male,26341.42,19,4,89.21,4,1
53,Male,70735.18,8,4,56.76,4,0
23,Male,61727.83,38,5,80.34,3,0
48,Female,74835.22,38,7,74.69,3,0
36,Female,27302.4,53,9,94.73,5,0
61,Female,64128.42,31,7,148.23,3,0
56,Male,50776.13,44,4,78.41,4,0
44,Male,57588.18,60,1,106.7,1,0
27,Female,50983.13,17,4,119.69,1,0
43,Female,64784.94,39,6,174.56,2,0
36,Male,52068.28,42,4,101.57,4,0
56,Female,36065.53,48,6,90.48,3,0
20,Unknown,56555.66,12,10,56.49,2,0
62,Female,51144.86,18,6,102.87,4,1
30,Female,53498.91,6,5,146.99,2,0
67,Female,-2380.61,43,3,83.45,3,0
45,Male,67287.45,35,11,227.61,3,0
37,Female,49336.05,54,3,83.84,3,0
45,Unknown,30733.24,62,7,73.79,4,0
25,Male,71606.14,69,7,82.32,3,0
58,Female,66454.58,16,5,95.12,3,0
56,Female,49108.24,8,7,98.35,5,0
18,Female,34260.95,31,5,89.79,5,0
20,Female,58204.55,10,6,50.41,4,0
30,Female,57215.91,56,8,71.94,5,0
45,Female,71638.02,70,6,106.53,4,0
66,Male,47012.76,20,2,102.58,4,0
42,Female,76508.6,5,10,115.9,4,0
50,Male,45275.45,23,2,135.85,4,0
55,Male,30775.03,9,4,42.87,4,1
23,Male,34618.91,58,9,64.1,2,0
61,Female,53876.59,59,9,111.24,4,0
62,Male,53820.74,54,7,154.75,4,0
49,Female,60901.5,46,6,171.31,4,0
62,Female,53373.27,22,4,149.22,2,0
64,Female,72591.73,64,4,136.18,3,0
38,Male,50300.31,8,11,88.95,3,0
33,Female,19067.03,20,8,118.49,4,0
38,Female,52820.26,51,5,66.89,2,0
28,Female,18877.98,39,2,94.11,3,0
54,Male,59885.04,37,4,125.54,2,0
53,Male,74029.47,50,5,124.78,3,0
52,Male,37247.96,34,9,64.61,4,0
36,Male,80534.02,33,9,53.9,5,0
37,Male,70170.96,31,5,33.26,1,0
35,Female,76716.64,54,8,199.07,4,0
64,Male,58412.15,44,5,41.99,1,1
58,Male,37130.23,34,8,110.95,2,0
66,Male,69054.68,71,1,82.51,4,0
31,Male,43757.18,62,5,96.0,4,0
32,Male,57121.92,23,6,63.29,4,0
48,Male,51915.68,46,4,115.69,3,0
18,Male,75244.53,56,6,114.75,5,0
20,Female,68145.89,7,8,171.13,2,1
33,Unknown,53549.82,61,6,132.66,3,0
40,Male,19871.07,3,8,97.27,2,0
28,Male,43565.91,38,8,92.99,4,0
29,Female,67676.0,34,10,107.54,2,0
27,Male,60041.98,44,6,138.05,2,0
49,Male,27942.01,30,7,58.42,4,0
33,Female,22481.42,17,6,67.22,1,1
25,Male,58519.16,59,11,41.3,1,0
55,Female,35972.97,10,8,85.84,2,0
29,Female,37705.66,18,9,49.12,1,0
41,Male,67106.94,45,4,96.49,4,0
45,Male,76640.3,59,6,163.55,4,0
25,Female,41487.36,62,10,68.84,2,0
45,Male,54194.31,59,3,145.25,3,0
53,Male,53663.56,49,8,125.63,4,0
43,Female,52044.33,63,3,82.52,4,0
25,Female,55730.77,32,4,131.47,4,0
67,Male,68616.98,10,4,114.07,3,1
45,Female,42869.36,11,4,30.4,3,1
45,Male,27545.0,70,6,172.7,5,0
54,Female,85420.18,62,4,121.7,4,0
58,Female,74609.59,47,8,120.26,2,0
53,Female,35134.52,34,11,57.18,3,0
44,Female,57441.38,17,2,96.28,3,1
34,Unknown,73192.64,54,4,182.55,2,0
26,Male,68482.79,40,6,92.47,5,0
50,Female,63316.24,19,12,62.04,5,0
37,Male,51935.92,67,3,111.32,2,0
30,Male,86091.47,53,7,102.16,3,0
45,Male,58975.46,64,11,96.11,4,0
65,Female,45730.73,47,7,99.29,2,0
46,Unknown,70679.36,6,6,99.12,4,0
30,Male,56729.06,16,4,157.16,4,0
63,Male,61296.36,18,4,78.54,4,1
52,Female,58656.69,52,8,156.31,4,0
23,Male,63941.96,48,5,54.81,4,0
35,Male,37387.79,43,4,125.69,5,0
68,Female,28880.09,39,2,121.81,3,0
22,Female,80814.39,49,5,70.08,5,0
64,Unknown,59492.52,12,5,70.33,1,0
42,Male,68875.25,10,5,137.21,3,1
19,Male,23324.33,71,7,81.86,1,0
27,Female,74200.3,55,0,136.49,4,1
47,Female,45613.26,1,3,107.97,2,0
67,Female,40488.07,49,6,77.05,5,0
62,Female,53859.28,36,3,131.03,4,0
22,Male,37396.36,21,9,189.74,1,0
50,Female,54968.83,37,3,179.06,4,1
18,Male,52545.91,24,4,74.87,5,0
35,Male,74087.13,55,11,37.31,4,0
49,Female,82240.2,25,1,159.88,1,0
64,Male,81667.28,7,10,126.81,5,0
66,Male,14238.73,71,4,106.3,4,0
28,Female,38167.0,71,10,91.58,3,0
38,Male,14052.04,24,2,163.67,3,0
43,Female,33516.24,11,5,99.66,3,1
42,Male,43308.67,12,5,99.63,5,0
39,Female,62390.11,35,8,105.21,3,0
44,Male,45641.2,63,4,120.5,2,0
66,Male,46142.74,68,2,195.47,5,0
30,Unknown,58271.76,57,6,92.5,1,1
50,Female,24232.43,13,7,24.78,5,0
51,Female,39905.32,23,6,260.01,3,0
58,Male,45935.98,39,7,104.95,4,0
52,Female,51356.76,12,3,90.65,2,0
18,Female,56385.17,34,5,139.9,5,0
38,Female,82011.7,71,10,249.75,4,0
65,Female,71350.05,31,5,66.78,5,0
23,Male,41152.42,62,8,63.82,4,0
45,Male,50296.08,13,6,64.13,2,0
34,Female,49070.1,31,8,138.29,3,0
22,Male,45745.25,2,6,108.94,4,1
48,Male,59905.28,15,5,201.34,4,0
22,Female,21523.97,57,5,154.02,5,0
55,Female,70852.86,34,5,86.17,3,0
20,Female,85483.91,68,5,75.11,4,0
40,Female,50142.87,29,8,72.55,5,0
54,Female,49791.44,66,7,73.06,2,0
54,Male,57826.8,16,4,44.8,5,1
27,Male,73348.95,39,3,79.78,3,0
27,Male,49162.71,37,3,145.98,4,0
36,Male,71811.01,21,7,100.87,3,0
34,Female,63792.9,44,2,96.0,3,0
38,Male,97509.01,19,9,55.21,1,0
31,Male,49084.08,71,6,59.32,5,0
26,Male,19431.99,8,9,127.5,4,0
63,Male,29207.1,66,10,90.09,2,0
18,Male,55214.71,41,4,187.49,5,0
68,Male,73501.88,70,5,51.58,4,0
62,Male,43254.84,61,7,211.56,5,0
30,Male,50843.22,26,4,54.27,1,1
21,Male,67327.17,71,5,111.62,3,0
18,Female,37625.81,70,7,29.54,4,0
66,Male,43997.15,29,7,93.74,2,0
57,Male,33980.92,66,5,64.69,4,0
49,Female,76208.11,19,10,91.37,3,0
51,Male,82750.11,68,6,90.63,2,0
45,Female,26570.53,58,7,55.33,3,0
48,Female,52440.66,70,6,57.86,5,0
25,Male,80330.66,57,7,123.25,3,0
56,Female,62176.51,37,8,93.06,2,0
43,Male,46193.69,61,5,79.17,4,0
51,Female,27169.08,30,5,91.21,4,0
20,Male,75753.0,71,5,89.26,4,0
67,Female,61489.27,25,9,56.92,4,0
29,Male,28486.25,65,3,28.81,1,0
18,Female,76418.04,6,2,28.81,3,1
61,Female,26192.74,18,7,67.09,4,0
22,Male,51031.25,10,3,161.61,5,1
47,Male,50236.94,11,3,153.63,4,1
47,Female,84130.86,65,5,145.78,1,0
34,Female,50301.17,65,5,124.0,3,0
65,Male,50236.43,52,2,222.39,1,0
64,Female,30464.59,67,7,123.05,4,0
40,Unknown,43472.84,31,5,96.05,1,1
32,Female,40288.68,17,12,40.08,2,0
54,Male,41226.0,55,5,105.09,3,1
38,Female,55113.12,36,6,77.17,3,0
31,Male,11184.83,26,10,91.65,3,0
19,Unknown,27815.86,53,1,152.65,3,0
28,Female,53001.66,17,11,129.96,4,0
68,Male,57182.58,25,6,120.73,3,0
56,Female,50798.21,2,5,80.38,4,1
55,Male,54265.7,5,7,112.37,3,0
51,Unknown,47635.9,4,7,256.2,3,0
55,Unknown,54666.92,36,5,158.17,4,0
67,Female,62814.56,6,8,72.51,4,0
51,Male,62688.41,21,6,96.8,4,0
35,Female,42598.75,26,5,107.44,4,0
47,Male,71471.71,55,7,89.18,4,0
32,Male,57827.96,39,3,222.05,3,0
44,Female,77179.85,33,6,93.62,4,0
68,Male,80791.7,14,5,107.42,4,1
51,Male,29030.92,56,14,148.06,2,0
69,Unknown,39537.5,21,5,90.47,3,0
55,Male,69643.86,46,13,52.68,4,0
50,Male,25031.94,16,6,66.78,1,1
41,Female,80563.19,16,2,66.5,3,0
32,Male,48810.12,29,4,91.66,4,0
47,Female,65350.59,8,4,102.62,5,0
59,Unknown,52904.97,3,5,45.09,5,0
68,Female,29936.99,19,3,176.68,3,0
34,Female,73999.8,66,10,91.37,4,0
22,Male,104513.01,22,5,112.55,1,1
46,Male,45729.85,46,4,79.26,3,0
21,Female,49197.55,13,6,109.87,4,0
27,Female,7316.21,33,8,85.54,2,1
34,Female,79327.05,5,6,81.35,3,0
27,Male,71411.78,27,7,43.34,5,0
34,Male,23799.09,24,3,198.17,4,0
37,Male,17832.06,67,10,115.61,4,0
41,Female,19913.84,63,7,65.39,5,0
22,Male,66613.04,48,10,56.0,4,0
51,Female,68409.85,63,3,70.86,2,0
23,Female,38379.99,12,3,64.6,4,1
19,Male,63986.68,28,5,31.06,3,0
30,Female,57859.79,44,8,161.19,3,0
60,Male,48389.15,43,4,137.18,5,0
60,Female,72463.54,17,11,84.7,3,0
65,Female,33311.16,40,4,126.72,1,0
28,Female,75655.71,49,11,130.16,3,0
68,Female,41886.61,57,2,76.6,2,0
64,Male,87067.66,64,4,162.85,5,0
40,Male,36904.49,57,3,57.78,4,0
33,Female,48671.7,70,2,54.02,4,0
48,Male,56054.57,43,8,152.42,4,0
28,Male,55941.73,23,3,106.59,4,0
33,Male,63834.91,27,11,64.22,4,0
25,Female,31857.72,58,4,93.82,4,1
21,Male,54328.38,37,6,89.93,5,0
57,Female,57486.37,6,3,85.33,5,0
21,Unknown,45500.71,65,7,64.01,5,0
42,Male,62273.06,6,3,63.65,4,1
20,Male,30765.34,50,3,140.33,5,0
49,Male,49123.83,22,5,81.6,3,1
20,Female,41442.69,25,13,145.13,5,0
44,Male,49178.24,51,6,39.86,5,0
46,Male,81046.64,48,5,131.23,5,0
49,Male,81396.2,70,7,55.82,5,0
67,Female,77867.5,65,13,198.52,3,0
68,Male,46679.37,60,6,120.44,2,1
36,Female,71337.13,46,6,58.62,3,0
38,Female,57022.52,36,2,131.06,4,0
22,Male,55820.61,58,7,50.41,3,0
35,Female,53607.5,38,3,86.3,3,0
45,Male,86651.52,11,5,32.59,4,0
59,Female,79585.09,12,9,42.87,4,0
39,Female,68408.14,42,5,72.21,5,0
38,Female,51934.58,39,6,142.61,4,0
23,Male,55712.09,71,3,42.92,4,0
18,Male,64550.2,11,6,141.58,4,0
22,Male,45611.04,36,7,37.44,5,0
58,Male,71889.68,52,5,141.44,3,0
29,Male,38417.59,31,5,75.54,2,0
43,Male,62053.19,33,4,62.07,5,0
63,Male,13785.12,13,12,169.66,4,0
51,Male,45088.87,18,5,328.43,4,0
66,Female,92398.19,41,3,86.78,3,0
31,Male,73651.45,58,7,113.75,3,0
43,Male,82638.43,56,0,74.15,4,0
62,Male,42988.46,24,3,155.56,2,0
44,Male,56867.91,31,12,117.13,3,0
26,Unknown,78075.86,55,4,122.14,3,0
43,Male,66395.71,10,8,91.16,4,0
64,Female,64154.19,60,7,109.43,4,0
39,Unknown,84350.48,2,6,91.12,5,1
64,Female,36271.81,15,8,88.5,4,0
47,Female,51683.72,3,7,140.37,5,0
60,Female,23426.46,43,5,118.86,4,0
65,Unknown,35288.09,31,5,72.84,4,0
34,Female,74335.34,70,4,140.63,1,0
43,Female,38487.71,67,7,114.06,2,0
53,Female,68239.44,56,3,112.72,4,0
18,Female,84852.73,63,6,89.17,3,1
25,Female,51797.11,15,3,52.52,4,0
66,Male,64357.54,10,6,135.38,4,0
52,Male,68379.62,38,6,163.63,5,0
69,Male,33013.09,47,4,64.58,5,1
32,Male,43903.86,57,4,76.65,2,0
64,Male,36934.1,50,13,64.51,3,0
39,Male,45338.98,71,9,45.46,4,0
31,Female,67889.99,15,9,187.69,3,0
43,Male,44286.46,18,2,75.84,3,0
45,Female,54367.24,2,6,139.43,4,0
40,Male,36235.69,43,2,151.88,5,0
31,Male,77075.6,26,3,57.17,4,1
41,Female,45188.02,71,10,177.47,4,0
19,Female,82413.65,38,7,79.87,3,0
62,Male,56096.72,42,3,132.25,4,0
43,Female,29674.01,5,7,152.98,3,1
31,Female,51921.52,11,6,74.98,4,0
68,Male,35870.02,65,9,56.31,2,0
24,Male,65608.29,34,7,67.52,5,0
20,Unknown,50295.47,1,5,138.6,4,1
64,Female,57937.78,2,9,196.99,4,0
40,Female,48351.64,20,3,86.2,5,1
63,Female,45003.84,61,3,77.36,3,1
60,Male,37474.8,21,6,260.88,2,0
64,Male,70052.01,68,8,125.37,4,0
62,Male,51883.24,12,5,49.91,5,1
35,Female,49335.56,22,6,62.62,4,0
55,Female,51432.15,20,9,42.26,1,0
52,Female,42780.49,1,6,106.61,4,1
68,Male,49395.67,30,6,90.78,1,1
32,Male,58701.34,24,5,81.97,4,1
42,Female,36385.53,14,8,48.88,3,0
54,Female,38991.66,36,5,63.61,5,0
45,Female,79809.11,69,4,91.0,3,0
27,Male,48470.38,24,10,92.26,5,0
56,Female,45071.91,60,4,125.59,3,0
34,Male,30810.31,55,7,36.01,3,0
56,Female,70312.2,24,11,135.84,5,0
39,Male,35993.34,24,8,67.9,2,0
43,Female,54724.73,54,10,107.67,4,0
61,Male,24252.67,26,7,178.56,3,1
42,Female,69727.11,66,7,87.96,4,0
34,Male,76183.41,38,12,172.57,2,0
30,Male,63721.37,65,11,244.93,3,0
37,Male,27379.36,51,5,95.34,4,0
42,Male,70097.72,35,6,224.08,3,0
21,Male,40107.72,43,5,63.08,1,0
27,Female,33922.51,29,7,109.99,4,0
20,Male,48097.7,37,6,81.69,4,0
58,Female,47739.38,58,4,97.49,1,1
62,Female,45909.12,54,7,83.04,4,0
35,Female,77926.14,39,4,34.7,5,0
64,Male,91212.87,42,6,106.47,2,0
53,Male,30355.54,28,9,71.33,4,1
64,Female,42601.02,29,3,139.42,4,1
39,Unknown,57569.47,43,8,160.05,1,0
51,Male,48003.1,3,6,62.36,1,0
64,Male,62189.18,10,7,47.29,3,0
25,Male,71487.74,59,5,62.9,4,0
57,Unknown,68488.59,14,6,56.37,2,0
66,Male,65975.2,47,4,67.82,5,1
61,Male,84863.72,42,10,87.29,4,0
36,Female,26398.95,32,8,133.76,3,0
59,Male,81641.96,32,6,169.28,4,0
58,Male,47566.15,42,8,145.92,5,0
54,Female,69132.25,32,4,206.8,2,1
23,Female,36466.01,26,2,50.67,4,0
69,Male,38647.06,1,4,89.78,4,1
43,Male,66918.11,56,11,62.79,2,0
51,Male,20282.86,2,6,142.22,1,1
62,Male,72809.96,30,10,102.73,1,0
23,Female,77679.34,71,8,64.66,3,0
54,Male,58200.13,52,5,133.97,1,0
50,Male,57551.7,9,6,141.37,4,1
39,Male,39994.55,22,4,81.89,5,0
38,Female,67140.09,34,8,122.28,1,1
23,Female,61257.97,49,3,95.35,3,0
23,Female,38412.9,1,1,80.93,1,1
65,Male,47953.36,53,3,82.01,2,0
21,Female,52131.96,40,5,69.4,3,0
47,Female,47929.56,45,5,103.32,3,0
28,Male,30467.59,68,9,89.63,5,0
47,Male,67582.37,9,5,118.81,3,0
48,Male,50616.81,22,7,25.85,4,0
41,Male,55276.57,18,5,120.61,3,1
26,Male,44591.2,43,5,16.69,1,0
20,Male,63554.89,39,9,119.97,5,0
68,Male,58576.53,6,7,97.31,2,0
48,Female,76830.12,48,5,31.45,5,0
57,Male,63650.78,7,8,96.04,2,1
54,Female,51351.68,69,12,124.24,4,0
53,Female,41685.1,16,5,95.12,5,0
41,Female,70587.15,1,3,90.11,2,1
48,Female,49913.63,37,4,76.68,3,1
23,Male,51909.08,37,10,103.7,4,0
19,Female,51904.51,64,6,114.66,1,0
37,Male,47771.06,62,7,86.31,4,0
45,Male,52218.3,61,4,91.27,2,1
28,Female,89671.74,33,8,60.23,3,1
21,Male,36139.2,66,5,136.18,2,0
32,Male,40338.92,30,2,61.44,5,0
23,Female,79917.84,20,3,105.32,2,1
66,Female,48253.52,60,3,90.84,1,0
47,Female,46888.82,24,6,62.26,4,0
55,Male,73627.55,4,2,149.01,3,0
68,Female,29436.48,37,5,37.51,3,0
19,Male,69786.18,4,4,81.4,2,1
32,Female,55821.1,18,6,97.56,4,0
28,Female,63366.44,66,4,181.11,4,1
25,Female,63028.56,48,5,121.97,3,1
43,Female,43696.31,33,5,45.51,2,1
68,Male,73921.31,58,6,39.97,4,0
62,Female,45097.52,28,3,165.91,4,0
61,Female,62359.28,35,8,162.77,3,0
22,Male,77279.04,10,2,128.2,1,0
23,Female,79820.23,65,12,66.89,2,0
43,Male,50191.73,42,8,67.89,4,0
21,Female,63336.43,9,6,40.72,5,1
36,Female,48529.2,60,4,135.92,1,0
37,Female,100068.33,15,6,52.53,3,1
50,Male,69042.27,57,3,107.93,1,0
37,Female,56513.05,69,4,94.66,3,0
66,Female,60626.12,22,5,78.24,3,0
29,Female,62327.9,64,6,71.38,5,0
64,Male,62861.38,41,8,108.52,2,0
18,Male,50680.03,71,4,167.63,4,0
43,Female,47902.11,56,5,115.19,3,0
31,Male,52266.64,23,5,89.1,4,0
55,Female,34485.55,25,7,135.47,4,1
54,Female,67928.94,6,5,179.08,1,1
28,Female,40569.31,34,7,64.9,5,0
53,Female,35920.9,63,4,102.08,2,0
30,Female,54741.62,9,12,59.35,4,0
60,Male,52657.79,60,3,170.86,5,0
20,Male,59493.42,49,0,117.34,1,0
50,Male,44772.3,51,10,94.84,4,0
23,Male,47934.23,60,14,77.76,4,0
67,Female,67458.15,70,6,116.26,5,0
27,Female,66361.91,37,5,240.7,4,0
22,Female,65611.45,31,3,224.67,3,1
40,Female,55611.42,41,3,73.0,4,0
27,Unknown,58040.61,62,7,27.74,4,0
61,Female,59147.9,58,6,105.31,4,1
19,Female,43191.25,14,5,84.66,5,0
30,Female,81532.84,36,4,65.88,2,1
57,Male,78968.58,36,6,134.9,2,0
19,Male,69296.42,8,10,116.05,4,0
37,Male,47334.49,26,3,70.26,5,0
18,Female,64704.59,36,2,189.05,3,0
54,Female,72610.66,48,5,200.22,5,0
26,Male,32982.46,28,7,63.91,5,0
34,Male,85501.21,68,7,84.97,5,0
26,Female,23691.02,62,10,188.36,5,0
28,Male,67682.9,51,7,64.01,5,0
32,Male,81159.08,42,8,98.1,4,0
41,Female,52964.86,29,8,110.66,4,0
55,Male,52291.64,10,7,123.27,1,0
52,Male,67017.89,39,3,203.04,2,0
47,Female,88333.87,1,7,162.74,2,1
48,Female,49940.78,39,6,86.92,1,0
66,Female,40942.81,21,5,108.75,2,1
22,Male,47372.04,65,9,115.6,5,0
61,Male,27054.75,15,4,57.89,4,0
67,Male,71159.64,4,9,51.76,3,1
31,Female,45746.51,60,5,79.07,4,0
28,Female,51249.9,61,5,107.39,4,0
26,Male,71373.18,20,9,88.09,2,0
51,Female,48215.61,10,7,22.78,5,1
29,Male,68663.63,34,4,60.78,3,0
52,Male,36314.41,48,9,228.82,4,0
52,Male,72256.95,33,6,227.99,3,0
18,Male,61154.29,61,4,121.55,4,0
57,Female,53405.58,10,5,184.73,4,0
39,Female,57356.08,54,4,167.99,2,0
46,Male,31838.3,65,10,158.4,5,0
25,Female,56944.01,1,5,100.04,1,0
28,Male,52449.94,5,7,58.25,4,0
58,Female,32330.21,15,6,131.65,5,0
54,Female,42920.64,28,3,102.8,5,0
31,Male,52673.59,23,6,52.14,3,0
47,Female,44068.74,17,8,107.5,2,0
52,Male,11581.95,13,9,92.11,4,0
38,Male,74374.98,14,13,68.03,1,0
54,Male,52442.38,11,5,82.22,4,0
22,Female,14068.9,28,7,182.78,4,0
36,Female,93429.33,42,6,69.09,4,0
31,Male,77345.06,61,7,85.35,2,0
43,Female,48718.32,64,4,87.27,4,0
21,Female,39835.05,31,5,68.22,5,1
42,Female,62257.44,10,10,31.38,4,0
62,Female,58641.88,8,1,129.1,4,1
59,Female,64757.62,21,7,110.92,3,1
42,Male,39886.84,59,7,53.75,2,0
35,Male,74759.9,50,4,110.89,3,0
57,Unknown,46477.68,69,3,188.01,4,0
25,Male,67253.78,70,4,138.55,3,0
56,Unknown,40655.09,30,1,107.62,4,0
57,Female,102666.59,17,5,87.21,4,0
31,Male,67519.42,20,4,89.0,4,0
49,Male,106916.18,48,9,190.63,2,0
68,Male,69896.84,2,8,59.65,4,0
55,Female,44893.64,37,4,61.67,4,0
50,Male,69928.85,1,8,42.53,1,1
40,Male,71210.4,4,1,120.84,1,1
32,Male,61719.83,54,3,210.2,4,0
50,Male,66347.06,25,6,164.82,3,0
42,Female,68711.09,3,8,76.51,2,0
34,Male,37113.74,9,6,101.04,1,1
50,Female,35832.55,34,7,75.27,2,0
64,Male,40704.09,43,5,121.55,5,0
19,Male,57295.76,22,4,67.7,4,1
31,Male,50982.92,70,4,51.74,4,0
57,Male,37439.73,2,7,129.0,5,0
57,Unknown,68955.66,66,4,155.41,4,0
68,Female,60094.81,32,4,119.78,4,0
56,Male,58040.72,16,8,202.22,3,0
68,Female,50356.19,1,6,67.29,4,1
23,Male,48191.89,48,6,118.49,2,0
23,Male,39856.04,50,5,56.97,3,1
20,Unknown,71807.33,13,6,78.35,1,1
24,Female,42337.13,15,6,77.05,2,1
68,Unknown,58769.03,53,4,118.91,1,0
25,Male,84916.19,44,2,42.5,3,0
59,Female,49019.36,8,6,130.32,5,1
69,Male,72292.64,46,6,118.02,3,0
32,Male,65236.76,69,4,153.24,5,0
64,Female,60606.42,19,4,105.63,4,0
46,Male,62746.27,38,4,109.87,4,0
50,Female,53291.68,11,8,101.34,3,0
69,Female,55625.97,43,5,55.33,5,0
47,Male,45133.95,20,5,129.65,1,0
56,Female,55746.23,20,4,182.66,4,0
44,Female,44465.93,21,5,102.07,4,0
53,Male,73101.79,57,5,143.45,3,0
46,Female,24409.05,50,6,158.84,3,0
55,Female,63658.96,26,7,52.35,3,0
50,Male,61058.56,30,8,85.15,5,0
54,Female,59428.29,31,8,89.74,5,0
44,Unknown,73440.98,42,12,87.27,5,0
50,Male,49849.78,68,4,90.53,3,0
21,Female,59597.81,61,2,109.13,3,0
39,Male,24102.25,61,4,139.74,1,0
19,Female,47524.3,70,3,69.33,5,0
27,Female,70403.26,68,11,96.13,3,0
22,Male,30895.09,17,8,35.4,3,0
27,Male,57875.38,19,8,101.06,5,1
50,Female,42804.69,51,6,89.37,4,0
55,Male,53002.23,70,11,115.85,4,0
30,Female,43881.81,63,3,162.59,2,0
48,Male,32550.48,30,3,112.03,4,0
64,Female,61948.06,25,2,124.94,5,0
53,Female,54107.26,71,6,50.42,4,0
62,Female,66027.32,26,4,85.58,3,0
41,Male,69299.88,56,14,90.14,1,0
69,Female,77054.66,22,5,59.14,3,0
32,Female,57402.76,19,5,42.53,4,1
46,Male,77835.18,31,8,69.62,1,0
25,Male,37436.06,26,8,82.41,4,1
22,Male,71361.28,42,7,80.97,4,0
46,Female,63269.03,41,6,140.61,4,0
64,Female,59195.67,23,10,68.21,1,0
21,Male,63005.18,47,4,157.03,4,0
29,Female,37706.7,13,9,28.29,4,0
62,Male,33458.56,66,8,155.27,3,1
19,Male,85776.91,66,6,142.47,5,0
44,Unknown,51963.0,16,6,24.45,2,0
48,Female,51706.12,28,10,122.36,4,0
68,Female,35158.43,35,8,103.5,3,0
68,Male,28327.99,41,9,67.47,4,0
53,Female,53410.26,31,4,187.53,4,0
53,Female,48851.42,32,4,75.27,2,0
43,Male,55031.22,54,8,130.66,4,0
60,Female,56568.77,59,6,85.49,4,0
44,Female,99810.3,41,4,140.88,4,0
22,Female,48905.56,66,4,78.36,2,1
37,Male,83438.92,54,6,76.84,3,0
28,Female,84556.44,40,10,122.35,4,0
27,Female,68565.24,28,6,80.02,2,0
57,Male,50767.73,37,5,78.41,4,0
55,Female,30493.5,65,2,97.06,1,1
23,Female,63602.99,55,8,106.58,3,0
25,Male,73338.62,4,6,107.48,5,0
40,Male,86458.37,10,5,128.58,4,1
64,Female,37900.76,47,10,109.05,4,0
43,Female,50616.52,14,2,106.24,5,0
63,Female,38010.44,38,10,47.12,4,0
60,Male,43597.4,12,1,145.69,4,0
29,Unknown,66958.98,45,6,89.66,5,0
